Timestamp,Value
403,76.38
404,77.24
405,78.1
406,78.96
407,79.82
408,80.68
409,81.54
410,82.4
411,83.26
412,84.12
413,84.98
414,85.84
415,86.7
416,87.56
417,88.42
418,89.28
419,90.14
420,91.0
421,91.86
422,92.72
423,93.58
424,85.0
425,85.33
426,85.66
427,85.99
428,86.32
429,86.65
430,86.98
431,87.31
432,87.64
433,87.97
434,88.3
435,88.63
436,88.96
437,89.29
438,89.62
439,89.95
440,90.28
441,90.61
442,90.94
443,91.27
444,91.6
445,91.93
446,92.26
447,92.59
448,92.92
449,93.25
450,93.58
451,93.91
452,94.24
453,94.57
454,94.9
455,95.23
456,95.56
457,95.89
458,96.22
459,96.55
460,96.88
461,97.21
462,97.54
463,97.87
464,98.2
465,98.53
466,98.86
467,99.19
468,99.52
469,99.85
470,100.18
471,100.51
472,100.84
473,101.17
474,101.5
475,101.83
476,102.16
477,102.49
478,102.82
479,103.15
480,103.48
481,103.81
482,104.14
483,104.47
484,95.0
485,94.75
486,94.5
487,94.25
488,94.0
489,93.75
490,93.5
491,93.25
492,93.0
493,92.75
494,92.5
495,92.25
496,92.0
497,91.75
498,91.5
499,91.25
500,91.0
501,90.75
502,90.5
503,90.25
504,90.0
505,89.75
506,89.5
507,89.25
508,89.0
509,88.75
510,88.5
511,88.25
512,88.0
513,87.75
514,87.5
515,87.25
516,87.0
517,86.75
518,86.5
519,86.25
520,86.0
521,85.75
522,85.5
523,85.25
524,85.0
525,84.75
526,84.5
527,84.25
528,84.0
529,83.75
530,83.5
531,83.25
532,83.0
533,82.75
534,82.5
535,82.25
536,82.0
537,81.75
538,81.5
539,81.25
540,81.0
541,80.75
542,80.5
543,80.25
544,70.0
545,69.27
546,68.54
547,67.81
548,67.08
549,66.35
550,65.62
551,64.89
552,64.16
553,63.43
554,62.7
555,61.97
556,61.24
557,60.51
558,59.78
559,59.05
560,58.32
561,57.59
562,56.86
563,56.13
564,55.4
565,54.67
566,53.94
567,53.21
568,52.48
569,51.75
570,51.02
571,50.29
572,49.56
573,48.83
574,48.1
575,47.37
576,46.64
577,45.91
578,45.18
579,44.45
580,43.72
581,42.99
582,42.26
583,41.53
584,40.8
585,40.07
586,39.34
587,38.61
588,37.88
589,37.15
590,36.42
591,35.69
592,34.96
593,34.23
594,33.5
595,32.77
596,32.04
597,31.31
598,30.58
599,29.85
600,29.12
601,28.39
602,27.66
603,26.93
604,26.2
605,25.47
606,24.74
607,24.01
608,23.28
609,22.55
610,21.82
611,21.09
612,20.36
613,19.63
614,18.9
615,18.17
616,17.44
617,10.0
618,9.56
619,9.12
620,8.68
621,8.24
622,7.8
623,7.36
624,6.92
625,6.48
626,6.04
627,5.6
628,5.16
629,4.72
630,4.28
631,3.84
632,3.4
633,2.96
634,2.52
635,2.08
636,5.0
637,5.9
638,6.8
639,7.7
640,8.6
641,9.5
642,10.4
643,11.3
644,12.2
645,13.1
646,14.0
647,14.9
648,15.8
649,16.7
650,17.6
651,18.5
652,19.4
653,20.3
654,21.2
655,22.1
656,23.0
657,23.9
658,24.8
659,25.7
660,26.6
661,27.5
662,28.4
663,29.3
664,30.2
665,31.1
666,32.0
667,32.9
668,33.8
669,34.7
670,35.6
671,36.5
672,37.4
673,38.3
674,39.2
675,40.1
676,41.0
677,41.9
678,42.8
679,43.7
680,44.6
681,45.5
682,46.4
683,47.3
684,48.2
685,49.1
686,50.0
687,50.9
688,51.8
689,52.7
690,53.6
691,54.5
692,55.4
693,56.3
694,57.2
695,58.1
696,59.0
697,59.9
698,60.8
699,61.7
700,62.6
701,63.5
702,64.4
703,65.3
704,66.2
705,67.1
706,68.0
707,68.9
708,69.8
709,70.7
710,71.6
711,72.5
712,73.4
713,74.3
714,75.2
715,76.1
716,77.0
717,77.9
718,78.8
719,79.7
720,80.6
721,81.5
722,82.4
723,83.3
724,84.2
725,85.1
726,86.0
727,86.9
728,87.8
729,88.7
730,89.6
731,90.5
732,85.0
733,85.25
734,85.5
735,85.75
736,86.0
737,86.25
738,86.5
739,86.75
740,87.0
741,87.25
742,87.5
743,87.75
744,88.0
745,88.25
746,88.5
747,88.75
748,89.0
749,89.25
750,89.5
751,89.75
752,90.0
753,90.25
754,90.5
755,90.75
756,91.0
757,91.25
758,91.5
759,91.75
760,92.0
761,92.25
762,92.5
763,92.75
764,93.0
765,93.25
766,93.5
767,93.75
768,94.0
769,94.25
770,94.5
771,94.75
772,95.0
773,95.25
774,95.5
775,95.75
776,96.0
777,96.25
778,96.5
779,96.75
780,97.0
781,97.25
782,97.5
783,97.75
784,98.0
785,98.25
786,98.5
787,98.75
788,99.0
789,99.25
790,99.5
791,99.75
792,100.0
793,100.25
794,100.5
795,100.75
796,101.0
797,101.25
798,101.5
799,101.75
800,102.0
801,102.25
802,102.5
803,102.75
804,103.0
805,103.25
806,95.0
807,94.59
808,94.18
809,93.77
810,93.36
811,92.95
812,92.54
813,92.13
814,91.72
815,91.31
816,90.9
817,90.49
818,90.08
819,89.67
820,89.26
821,88.85
822,88.44
823,88.03
824,87.62
825,87.21
826,86.8
827,86.39
828,85.98
829,85.57
830,85.16
831,84.75
832,84.34
833,83.93
834,83.52
835,83.11
836,82.7
837,82.29
838,81.88
839,81.47
840,81.06
841,80.65
842,80.24
843,79.83
844,79.42
845,79.01
846,78.6
847,78.19
848,77.78
849,77.37
850,76.96
851,76.55
852,76.14
853,75.73
854,75.32
855,74.91
856,74.5
857,74.09
858,73.68
859,73.27
860,72.86
861,72.45
862,72.04
863,71.63
864,71.22
865,70.81
866,70.4
867,69.99
868,69.58
869,69.17
870,68.76
871,68.35
872,67.94
873,67.53
874,67.12
875,66.71
876,66.3
877,60.0
878,59.15
879,58.3
880,57.45
881,56.6
882,55.75
883,54.9
884,54.05
885,53.2
886,52.35
887,51.5
888,50.65
889,49.8
890,48.95
891,48.1
892,47.25
893,46.4
894,45.55
895,44.7
896,43.85
897,43.0
898,42.15
899,41.3
900,40.45
901,39.6
902,38.75
903,37.9
904,37.05
905,36.2
906,35.35
907,34.5
908,33.65
909,32.8
910,31.95
911,31.1
912,30.25
913,29.4
914,28.55
915,27.7
916,26.85
917,26.0
918,25.15
919,24.3
920,23.45
921,22.6
922,21.75
923,20.9
924,20.05
925,19.2
926,18.35
927,17.5
928,16.65
929,15.8
930,14.95
931,14.1
932,13.25
933,12.4
934,11.55
935,10.7
936,9.85
937,9.0
938,8.15
939,7.3
940,6.45
941,5.6
942,4.75
943,3.9
944,3.05
945,2.2
946,1.35
947,0.5
948,5.0
949,5.85
950,6.7
951,7.55
952,8.4
953,9.25
954,10.1
955,10.95
956,11.8
957,12.65
958,13.5
959,14.35
960,15.2
961,16.05
962,16.9
963,17.75
964,18.6
965,19.45
966,20.3
967,21.15
968,22.0
969,22.85
970,23.7
971,24.55
972,25.4
973,26.25
974,27.1
975,27.95
976,28.8
977,29.65
978,30.5
979,31.35
980,32.2
981,33.05
982,33.9
983,34.75
984,35.6
985,36.45
986,37.3
987,38.15
988,39.0
989,39.85
990,40.7
991,41.55
992,42.4
993,43.25
994,44.1
995,44.95
996,45.8
997,46.65
998,47.5
999,48.35
1000,49.2
1001,50.05
1002,50.9
1003,51.75
1004,52.6
1005,53.45
1006,54.3
1007,55.15
1008,56.0
1009,56.85
1010,57.7
1011,58.55
1012,59.4
1013,60.25
1014,61.1
1015,61.95
1016,62.8
1017,63.65
1018,64.5
1019,65.35
1020,66.2
1021,67.05
1022,67.9
1023,68.75
1024,69.6
1025,70.45
1026,71.3
1027,72.15
1028,73.0
1029,73.85
1030,74.7
1031,75.55
1032,76.4
1033,77.25
1034,78.1
1035,78.95
1036,79.8
1037,80.65
1038,81.5
1039,82.35
1040,83.2
1041,84.05
1042,84.9
1043,85.75
1044,86.6
1045,87.45
1046,88.3
1047,89.15
1048,90.0
1049,90.85
1050,91.7
1051,92.55
1052,93.4
1053,85.0
1054,85.34
1055,85.68
1056,86.02
1057,86.36
1058,86.7
1059,87.04
1060,87.38
1061,87.72
1062,88.06
1063,88.4
1064,88.74
1065,89.08
1066,89.42
1067,89.76
1068,90.1
1069,90.44
1070,90.78
1071,91.12
1072,91.46
1073,91.8
1074,92.14
1075,92.48
1076,92.82
1077,93.16
1078,93.5
1079,93.84
1080,94.18
1081,94.52
1082,94.86
1083,95.2
1084,95.54
1085,95.88
1086,96.22
1087,96.56
1088,96.9
1089,97.24
1090,97.58
1091,97.92
1092,98.26
1093,98.6
1094,98.94
1095,99.28
1096,99.62
1097,99.96
1098,100.3
1099,100.64
1100,100.98
1101,101.32
1102,101.66
1103,102.0
1104,102.34
1105,102.68
1106,103.02
1107,103.36
1108,103.7
1109,104.04
1110,104.38
1111,95.0
1112,94.77
1113,94.54
1114,94.31
1115,94.08
1116,93.85
1117,93.62
1118,93.39
1119,93.16
1120,92.93
1121,92.7
1122,92.47
1123,92.24
1124,92.01
1125,91.78
1126,91.55
1127,91.32
1128,91.09
1129,90.86
1130,90.63
1131,90.4
1132,90.17
1133,89.94
1134,89.71
1135,89.48
1136,89.25
1137,89.02
1138,88.79
1139,88.56
1140,88.33
1141,88.1
1142,87.87
1143,87.64
1144,87.41
1145,87.18
1146,86.95
1147,86.72
1148,86.49
1149,86.26
1150,86.03
1151,85.8
1152,85.57
1153,85.34
1154,85.11
1155,84.88
1156,84.65
1157,84.42
1158,84.19
1159,83.96
1160,83.73
1161,83.5
1162,83.27
1163,83.04
1164,82.81
1165,82.58
1166,82.35
1167,82.12
1168,81.89
1169,81.66
1170,75.0
1171,74.19
1172,73.38
1173,72.57
1174,71.76
1175,70.95
1176,70.14
1177,69.33
1178,68.52
1179,67.71
1180,66.9
1181,66.09
1182,65.28
1183,64.47
1184,63.66
1185,62.85
1186,62.04
1187,61.23
1188,60.42
1189,59.61
1190,58.8
1191,57.99
1192,57.18
1193,56.37
1194,55.56
1195,54.75
1196,53.94
1197,53.13
1198,52.32
1199,51.51
1200,50.7
1201,49.89
1202,49.08
1203,48.27
1204,47.46
1205,46.65
1206,45.84
1207,45.03
1208,44.22
1209,43.41
1210,42.6
1211,41.79
1212,40.98
1213,40.17
1214,39.36
1215,38.55
1216,37.74
1217,36.93
1218,36.12
1219,35.31
1220,34.5
1221,33.69
1222,32.88
1223,32.07
1224,31.26
1225,30.45
1226,29.64
1227,28.83
1228,28.02
1229,27.21
1230,26.4
1231,25.59
1232,24.78
1233,23.97
1234,23.16
1235,22.35
1236,21.54
1237,20.73
1238,19.92
1239,19.11
1240,18.3
1241,17.49
1242,16.68
1243,15.87
1244,15.06
1245,14.25
1246,13.44
1247,12.63
1248,11.82
1249,11.01
1250,10.2
1251,9.39
1252,8.58
1253,7.77
1254,6.96
1255,6.15
1256,5.34
1257,4.53
1258,3.72
1259,2.91
1260,2.1
1261,1.29
1262,0.48
1263,5.0
1264,5.87
1265,6.74
1266,7.61
1267,8.48
1268,9.35
1269,10.22
1270,11.09
1271,11.96
1272,12.83
1273,13.7
1274,14.57
1275,15.44
1276,16.31
1277,17.18
1278,18.05
1279,18.92
1280,19.79
1281,20.66
1282,21.53
1283,22.4
1284,23.27
1285,24.14
1286,25.01
1287,25.88
1288,26.75
1289,27.62
1290,28.49
1291,29.36
1292,30.23
1293,31.1
1294,31.97
1295,32.84
1296,33.71
1297,34.58
1298,35.45
1299,36.32
1300,37.19
1301,38.06
1302,38.93
1303,39.8
1304,40.67
1305,41.54
1306,42.41
1307,43.28
1308,44.15
1309,45.02
1310,45.89
1311,46.76
1312,47.63
1313,48.5
1314,49.37
1315,50.24
1316,51.11
1317,51.98
1318,52.85
1319,53.72
1320,54.59
1321,55.46
1322,56.33
1323,57.2
1324,58.07
1325,58.94
1326,59.81
1327,60.68
1328,61.55
1329,62.42
1330,63.29
1331,64.16
1332,65.03
1333,65.9
1334,66.77
1335,67.64
1336,68.51
1337,69.38
1338,70.25
1339,71.12
1340,71.99
1341,72.86
1342,73.73
1343,74.6
1344,75.47
1345,76.34
1346,77.21
1347,78.08
1348,78.95
1349,79.82
1350,80.69
1351,81.56
1352,82.43
1353,83.3
1354,84.17
1355,85.04
1356,85.91
1357,86.78
1358,87.65
1359,88.52
1360,89.39
1361,90.26
1362,91.13
1363,92.0
1364,92.87
1365,85.0
1366,85.3
1367,85.6
1368,85.9
1369,86.2
1370,86.5
1371,86.8
1372,87.1
1373,87.4
1374,87.7
1375,88.0
1376,88.3
1377,88.6
1378,88.9
1379,89.2
1380,89.5
1381,89.8
1382,90.1
1383,90.4
1384,90.7
1385,91.0
1386,91.3
1387,91.6
1388,91.9
1389,92.2
1390,92.5
1391,92.8
1392,93.1
1393,93.4
1394,93.7
1395,94.0
1396,94.3
1397,94.6
1398,94.9
1399,95.2
1400,95.5
1401,95.8
1402,96.1
1403,96.4
1404,96.7
1405,97.0
1406,97.3
1407,97.6
1408,97.9
1409,98.2
1410,98.5
1411,98.8
1412,99.1
1413,99.4
1414,99.7
1415,100.0
1416,100.3
1417,100.6
1418,100.9
1419,101.2
1420,101.5
1421,101.8
1422,102.1
1423,102.4
1424,102.7
1425,103.0
1426,103.3
1427,103.6
1428,103.9
1429,95.0
1430,94.7
1431,94.4
1432,94.1
1433,93.8
1434,93.5
1435,93.2
1436,92.9
1437,92.6
1438,92.3
1439,92.0
1440,91.7
1441,91.4
1442,91.1
1443,90.8
1444,90.5
1445,90.2
1446,89.9
1447,89.6
1448,89.3
1449,89.0
1450,88.7
1451,88.4
1452,88.1
1453,87.8
1454,87.5
1455,87.2
1456,86.9
1457,86.6
1458,86.3
1459,86.0
1460,85.7
1461,85.4
1462,85.1
1463,84.8
1464,84.5
1465,84.2
1466,83.9
1467,83.6
1468,83.3
1469,83.0
1470,82.7
1471,82.4
1472,82.1
1473,81.8
1474,81.5
1475,81.2
1476,80.9
1477,80.6
1478,80.3
1479,80.0
1480,79.7
1481,79.4
1482,79.1
1483,78.8
1484,78.5
1485,78.2
1486,77.9
1487,77.6
1488,77.3
1489,77.0
1490,76.7
1491,76.4
1492,76.1
1493,70.0
1494,69.16
1495,68.32
1496,67.48
1497,66.64
1498,65.8
1499,64.96
1500,64.12
1501,63.28
1502,62.44
1503,61.6
1504,60.76
1505,59.92
1506,59.08
1507,58.24
1508,57.4
1509,56.56
1510,55.72
1511,54.88
1512,54.04
1513,53.2
1514,52.36
1515,51.52
1516,50.68
1517,49.84
1518,49.0
1519,48.16
1520,47.32
1521,46.48
1522,45.64
1523,44.8
1524,43.96
1525,43.12
1526,42.28
1527,41.44
1528,40.6
1529,39.76
1530,38.92
1531,38.08
1532,37.24
1533,36.4
1534,35.56
1535,34.72
1536,33.88
1537,33.04
1538,32.2
1539,31.36
1540,30.52
1541,29.68
1542,28.84
1543,28.0
1544,27.16
1545,26.32
1546,25.48
1547,24.64
1548,23.8
1549,22.96
1550,22.12
1551,21.28
1552,20.44
1553,19.6
1554,18.76
1555,17.92
1556,17.08
1557,16.24
1558,15.4
1559,14.56
1560,13.72
1561,12.88
1562,12.04
1563,11.2
1564,10.36
1565,9.52
1566,8.68
1567,7.84
1568,7.0
1569,6.16
1570,5.32
1571,4.48
1572,3.64
1573,2.8
1574,1.96
1575,1.12
1576,0.28
1577,5.0
1578,5.87
1579,6.74
1580,7.61
1581,8.48
1582,9.35
1583,10.22
1584,11.09
1585,11.96
1586,12.83
1587,13.7
1588,14.57
1589,15.44
1590,16.31
1591,17.18
1592,18.05
1593,18.92
1594,19.79
1595,20.66
1596,21.53
1597,22.4
1598,23.27
1599,24.14
1600,25.01
1601,25.88
1602,26.75
1603,27.62
1604,28.49
1605,29.36
1606,30.23
1607,31.1
1608,31.97
1609,32.84
1610,33.71
1611,34.58
1612,35.45
1613,36.32
1614,37.19
1615,38.06
1616,38.93
1617,39.8
1618,40.67
1619,41.54
1620,42.41
1621,43.28
1622,44.15
1623,45.02
1624,45.89
1625,46.76
1626,47.63
1627,48.5
1628,49.37
1629,50.24
1630,51.11
1631,51.98
1632,52.85
1633,53.72
1634,54.59
1635,55.46
1636,56.33
1637,57.2
1638,58.07
1639,58.94
1640,59.81
1641,60.68
1642,61.55
1643,62.42
1644,63.29
1645,64.16
1646,65.03
1647,65.9
1648,66.77
1649,67.64
1650,68.51
1651,69.38
1652,70.25
1653,71.12
1654,71.99
1655,72.86
1656,73.73
1657,74.6
1658,75.47
1659,76.34
1660,77.21
1661,78.08
1662,78.95
1663,79.82
1664,80.69
1665,81.56
1666,82.43
1667,83.3
1668,84.17
1669,85.04
1670,85.91
1671,86.78
1672,87.65
1673,88.52
1674,89.39
1675,90.26
1676,91.13
1677,92.0
1678,92.87
1679,85.0
1680,85.29
1681,85.58
1682,85.87
1683,86.16
1684,86.45
1685,86.74
1686,87.03
1687,87.32
1688,87.61
1689,87.9
1690,88.19
1691,88.48
1692,88.77
1693,89.06
1694,89.35
1695,89.64
1696,89.93
1697,90.22
1698,90.51
1699,90.8
1700,91.09
1701,91.38
1702,91.67
1703,91.96
1704,92.25
1705,92.54
1706,92.83
1707,93.12
1708,93.41
1709,93.7
1710,93.99
1711,94.28
1712,94.57
1713,94.86
1714,95.15
1715,95.44
1716,95.73
1717,96.02
1718,96.31
1719,96.6
1720,96.89
1721,97.18
1722,97.47
1723,97.76
1724,98.05
1725,98.34
1726,98.63
1727,98.92
1728,99.21
1729,99.5
1730,99.79
1731,100.08
1732,100.37
1733,100.66
1734,100.95
1735,101.24
1736,101.53
1737,101.82
1738,102.11
1739,102.4
1740,102.69
1741,102.98
1742,103.27
1743,103.56
1744,95.0
1745,94.68
1746,94.36
1747,94.04
1748,93.72
1749,93.4
1750,93.08
1751,92.76
1752,92.44
1753,92.12
1754,91.8
1755,91.48
1756,91.16
1757,90.84
1758,90.52
1759,90.2
1760,89.88
1761,89.56
1762,89.24
1763,88.92
1764,88.6
1765,88.28
1766,87.96
1767,87.64
1768,87.32
1769,87.0
1770,86.68
1771,86.36
1772,86.04
1773,85.72
1774,85.4
1775,85.08
1776,84.76
1777,84.44
1778,84.12
1779,83.8
1780,83.48
1781,83.16
1782,82.84
1783,82.52
1784,82.2
1785,81.88
1786,81.56
1787,81.24
1788,80.92
1789,80.6
1790,80.28
1791,79.96
1792,79.64
1793,79.32
1794,79.0
1795,78.68
1796,78.36
1797,78.04
1798,77.72
1799,77.4
1800,77.08
1801,76.76
1802,76.44
1803,76.12
1804,75.8
1805,75.48
1806,75.16
1807,74.84
1808,74.52
1809,65.0
1810,64.2
1811,63.4
1812,62.6
1813,61.8
1814,61.0
1815,60.2
1816,59.4
1817,58.6
1818,57.8
1819,57.0
1820,56.2
1821,55.4
1822,54.6
1823,53.8
1824,53.0
1825,52.2
1826,51.4
1827,50.6
1828,49.8
1829,49.0
1830,48.2
1831,47.4
1832,46.6
1833,45.8
1834,45.0
1835,44.2
1836,43.4
1837,42.6
1838,41.8
1839,41.0
1840,40.2
1841,39.4
1842,38.6
1843,37.8
1844,37.0
1845,36.2
1846,35.4
1847,34.6
1848,33.8
1849,33.0
1850,32.2
1851,31.4
1852,30.6
1853,29.8
1854,29.0
1855,28.2
1856,27.4
1857,26.6
1858,25.8
1859,25.0
1860,24.2
1861,23.4
1862,22.6
1863,21.8
1864,21.0
1865,20.2
1866,19.4
1867,18.6
1868,17.8
1869,17.0
1870,16.2
1871,15.4
1872,14.6
1873,13.8
1874,13.0
1875,12.2
1876,11.4
1877,10.6
1878,9.8
1879,9.0
1880,8.2
1881,7.4
1882,6.6
1883,5.8
1884,5.0
1885,4.2
1886,3.4
1887,2.6
1888,1.8
1889,1.0
1890,0.2
1891,5.0
1892,5.86
1893,6.72
1894,7.58
1895,8.44
1896,9.3
1897,10.16
1898,11.02
1899,11.88
1900,12.74
1901,13.6
1902,14.46
1903,15.32
1904,16.18
1905,17.04
1906,17.9
1907,18.76
1908,19.62
1909,20.48
1910,21.34
1911,22.2
1912,23.06
1913,23.92
1914,24.78
1915,25.64
1916,26.5
1917,27.36
1918,28.22
1919,29.08
1920,29.94
1921,30.8
1922,31.66
1923,32.52
1924,33.38
1925,34.24
1926,35.1
1927,35.96
1928,36.82
1929,37.68
1930,38.54
1931,39.4
1932,40.26
1933,41.12
1934,41.98
1935,42.84
1936,43.7
1937,44.56
1938,45.42
1939,46.28
1940,47.14
1941,48.0
1942,48.86
1943,49.72
1944,50.58
1945,51.44
1946,52.3
1947,53.16
1948,54.02
1949,54.88
1950,55.74
1951,56.6
1952,57.46
1953,58.32
1954,59.18
1955,60.04
1956,60.9
1957,61.76
1958,62.62
1959,63.48
1960,64.34
1961,65.2
1962,66.06
1963,66.92
1964,67.78
1965,68.64
1966,69.5
1967,70.36
1968,71.22
1969,72.08
1970,72.94
1971,73.8
1972,74.66
1973,75.52
1974,76.38
1975,77.24
1976,78.1
1977,78.96
1978,79.82
1979,80.68
1980,81.54
1981,82.4
1982,83.26
1983,84.12
1984,84.98
1985,85.84
1986,86.7
1987,87.56
1988,88.42
1989,89.28
1990,90.14
1991,91.0
1992,91.86
1993,92.72
1994,85.0
1995,85.31
1996,85.62
1997,85.93
1998,86.24
1999,86.55
2000,86.86
2001,87.17
2002,87.48
2003,87.79
2004,88.1
2005,88.41
2006,88.72
2007,89.03
2008,89.34
2009,89.65
2010,89.96
2011,90.27
2012,90.58
2013,90.89
2014,91.2
2015,91.51
2016,91.82
2017,92.13
2018,92.44
2019,92.75
2020,93.06
2021,93.37
2022,93.68
2023,93.99
2024,94.3
2025,94.61
2026,94.92
2027,95.23
2028,95.54
2029,95.85
2030,96.16
2031,96.47
2032,96.78
2033,97.09
2034,97.4
2035,97.71
2036,98.02
2037,98.33
2038,98.64
2039,98.95
2040,99.26
2041,99.57
2042,99.88
2043,100.19
2044,100.5
2045,100.81
2046,101.12
2047,101.43
2048,101.74
2049,102.05
2050,102.36
2051,102.67
2052,102.98
2053,103.29
2054,103.6
2055,103.91
2056,95.0
2057,94.72
2058,94.44
2059,94.16
2060,93.88
2061,93.6
2062,93.32
2063,93.04
2064,92.76
2065,92.48
2066,92.2
2067,91.92
2068,91.64
2069,91.36
2070,91.08
2071,90.8
2072,90.52
2073,90.24
2074,89.96
2075,89.68
2076,89.4
2077,89.12
2078,88.84
2079,88.56
2080,88.28
2081,88.0
2082,87.72
2083,87.44
2084,87.16
2085,86.88
2086,86.6
2087,86.32
2088,86.04
2089,85.76
2090,85.48
2091,85.2
2092,84.92
2093,84.64
2094,84.36
2095,84.08
2096,83.8
2097,83.52
2098,83.24
2099,82.96
2100,82.68
2101,82.4
2102,82.12
2103,81.84
2104,81.56
2105,81.28
2106,81.0
2107,80.72
2108,80.44
2109,80.16
2110,79.88
2111,79.6
2112,79.32
2113,79.04
2114,78.76
2115,78.48
2116,78.2
2117,77.92
2118,70.0
2119,69.19
2120,68.38
2121,67.57
2122,66.76
2123,65.95
2124,65.14
2125,64.33
2126,63.52
2127,62.71
2128,61.9
2129,61.09
2130,60.28
2131,59.47
2132,58.66
2133,57.85
2134,57.04
2135,56.23
2136,55.42
2137,54.61
2138,53.8
2139,52.99
